2219002101,线性代数,2013计算机与软件学院**,胡鹏彦,"单周一5,6;周三1,2",
2219002102,线性代数,2013计算机与软件学院**,张维强,"单周一5,6;周三1,2",
2219002103,线性代数,2013计算机与软件学院**,姜来,"单周一5,6;周三1,2",
2219002104,线性代数,2013计算机与软件学院**,沈琳琳,"单周一5,6;周三1,2",
2219002105,线性代数,2013计算机与软件学院**,冯长海,"单周一5,6;周三1,2",
