2115000601,程序设计基础,2013计算机与软件学院01,黄培之,"周二5,6(C307);周二7,8(实验(D506(机房)));周五5,6(C307)"
2115000602,程序设计基础,2013计算机与软件学院02,张艳,"周二3,4(C208);周五3,4(C208);周五5,6(实验(D506(机房)))"
2115000603,程序设计基础,2013计算机与软件学院03,杨艳丽,"周二7,8(B310);周四1,2(B310);周四5,6(实验(D506(机房)))"
2115000604,程序设计基础,2013计算机与软件学院04,薛丽萍,"周二7,8(A309);周五3,4(A309);周五5,6(实验(D506(机房)))"
2115000605,程序设计基础,2013计算机与软件学院05,蔡平,"周二5,6(C309);周二7,8(实验(D506(机房)));周四5,6(C309)"
2115000606,程序设计基础,2013计算机与软件学院06,张小健,"周二7,8(B406);周四1,2(B406);周四5,6(实验(D506(机房)))"
2115000607,程序设计基础,2013计算机与软件学院07,朱映映,"周三3,4(B408);周五3,4(B408);周五5,6(实验(D506(机房)))"
2115000608,程序设计基础,2013计算机与软件学院08,林少聪,"周三3,4(B410);周五3,4(B410);周五5,6(实验(H5-401(机房)))"
