2115000501,计算机导论,2013计算机与软件学院01,毛睿,"周一7,8(A305);双周三3,4(C508)"
2115000502,计算机导论,2013计算机与软件学院02,王志强,"周二5,6(C208);周二7,8(实验(D506(机房)))"
2115000503,计算机导论,2013计算机与软件学院03,贾森,"周二3,4(B308);周二5,6(实验(D506(机房)))"
2115000504,计算机导论,2013计算机与软件学院04,傅向华,"周四1,2(B408);周四5,6(实验(D506(机房)))"
2115000505,计算机导论,2013计算机与软件学院05,陆楠,"周五3,4(实验(D506(机房)));周五5,6(C309)"
2115000506,计算机导论,2013计算机与软件学院06,王小民,"周五3,4(实验(D506(机房)));周五5,6(C311)"
2115000507,计算机导论,2013计算机与软件学院07/2013计算机与软件学院08,彭小刚,"周二5,6(C508);周二7,8(实验(D506(机房)))"
